Wave length = 1625
----------------------------------------------------------------------------------------------
Range	!		Point spacing			!	Pulse width
----------------------------------------------------------------------------------------------
  4.096	!	0.25 0.50 1.00 2.00 4.00 8.00 16.00	!	1 5 10 20 50
  8.192	!	0.25 0.50 1.00 2.00 4.00 8.00 16.00	!	1 5 10 20 50 100
 16.384	!	0.25 0.50 1.00 2.00 4.00 8.00 16.00	!	1 5 10 20 50 100
 32.768	!	0.25 0.50 1.00 2.00 4.00 8.00 16.00	!	1 5 10 20 50 100
 65.536	!	     0.50 1.00 2.00 4.00 8.00 16.00	!	1 5 10 20 50 100 500 1000
131.072	!	          1.00 2.00 4.00 8.00 16.00	!	1 5 10 20 50 100 500 1000
262.144	!	               2.00 4.00 8.00 16.00	!	1 5 10 20 50 100 500 1000 2000
320.000	!	               2.00 4.00 8.00 16.00	!	1 5 10 20 50 100 500 1000 2000

