0	-27.908
1	-20.702
2	-18.763
3	-18.298
4	-18.2
5	-18.167
6	-18.126
7	-17.978
8	-17.896
9	-17.86
10	-17.858
11	-17.852
12	-17.854
13	-17.783
14	-17.735
15	-17.703
16	-17.639
17	-17.616
18	-17.61
19	-17.618
20	-17.614
21	-17.607
22	-17.611
23	-17.606
24	-17.609
25	-17.616
26	-17.613
27	-17.623
28	-17.626
29	-17.624
30	-17.625
31	-17.624
32	-17.626
33	-17.629
34	-17.679
35	-17.785
36	-17.8
37	-17.839
38	-17.881
39	-17.888
40	-17.882
41	-17.931
42	-18.236
43	-19.646
44	-22.192
45	-24.265
46	-26.086
47	-26.192
48	-26.862
49	-27.134
50	-27.515
51	-27.716
52	-27.879
53	-27.993
54	-28.09
55	-28.208
56	-28.306
57	-28.395
58	-28.464
59	-28.57
60	-28.629
61	-28.666
62	-28.731
63	-28.742
64	-28.782
65	-28.784
66	-28.837
67	-28.955
68	-29.005
69	-29.046
70	-29.052
71	-28.988
72	-28.995
73	-28.983
74	-29.051
75	-29.338
76	-29.389
77	-29.366
78	-29.384
79	-29.453
80	-29.369
81	-29.362
82	-29.32
83	-29.298
84	-29.283
85	-29.271
86	-29.245
87	-29.232
88	-29.23
89	-29.216
90	-29.203
91	-29.211
92	-29.171
93	-29.15
94	-29.149
95	-29.149
96	-29.134
97	-29.149
98	-29.114
99	-29.108
100	-29.111
101	-29.103
102	-29.113
103	-29.083
104	-29.095
105	-29.089
106	-29.061
107	-29.072
108	-29.072
109	-29.046
110	-29.063
111	-29.07
112	-29.089
113	-29.057
114	-29.073
115	-29.079
116	-29.08
117	-29.065
118	-29.075
119	-29.081
120	-29.075
121	-29.107
122	-29.134
123	-29.103
124	-29.124
125	-29.099
126	-29.098
127	-29.145
128	-29.153
129	-29.178
130	-29.178
131	-29.17
132	-29.186
133	-29.212
134	-29.214
135	-29.217
136	-29.229
137	-29.226
138	-29.24
139	-29.256
140	-29.274
141	-29.285
142	-29.286
143	-29.289
144	-29.306
145	-29.313
146	-29.32
147	-29.351
148	-29.344
149	-29.322
150	-29.351
151	-29.352
152	-29.353
153	-29.358
154	-29.34
155	-29.38
156	-29.323
157	-29.367
158	-29.354
159	-29.382
160	-29.343
161	-29.343
162	-29.361
163	-29.363
164	-29.373
165	-29.381
166	-29.353
167	-29.385
168	-29.348
169	-29.388
170	-29.363
171	-29.372
172	-29.331
173	-29.334
174	-29.334
175	-29.349
176	-29.361
177	-29.31
178	-29.311
179	-29.319
180	-29.301
181	-29.297
182	-29.284
183	-29.269
184	-29.304
185	-29.27
186	-29.271
187	-29.266
188	-29.272
189	-29.258
190	-29.27
191	-29.233
192	-29.233
193	-29.225
194	-29.216
195	-29.192
196	-29.214
197	-29.185
198	-29.208
199	-29.19
200	-29.201
201	-29.192
202	-29.199
203	-29.181
204	-29.171
205	-29.19
206	-29.186
207	-29.186
208	-29.191
209	-29.188
210	-29.157
211	-29.164
212	-29.183
213	-29.185
214	-29.182
215	-29.196
216	-29.178
217	-29.181
218	-29.223
219	-29.181
220	-29.185
221	-29.209
222	-29.187
223	-29.214
224	-29.218
225	-29.183
226	-29.216
227	-29.216
228	-29.211
229	-29.22
230	-29.231
231	-29.227
232	-29.237
233	-29.234
234	-29.24
235	-29.233
236	-29.208
237	-29.249
238	-29.228
239	-29.257
240	-29.262
241	-29.237
242	-29.244
243	-29.283
244	-29.259
245	-29.207
246	-29.249
247	-29.243
248	-29.253
249	-29.251
250	-29.256
251	-29.258
252	-29.287
253	-29.257
254	-29.24
255	-29.272
256	-29.269
257	-29.244
258	-29.272
259	-29.289
260	-29.258
261	-29.259
262	-29.272
263	-29.254
264	-29.27
265	-29.244
266	-29.252
267	-29.246
268	-29.262
269	-29.292
270	-29.244
271	-29.252
272	-29.267
273	-29.264
274	-29.244
275	-29.234
276	-29.245
277	-29.229
278	-29.229
279	-29.248
280	-29.229
281	-29.248
282	-29.231
283	-29.211
284	-29.212
285	-29.206
286	-29.204
287	-29.211
288	-29.199
289	-29.228
290	-29.211
291	-29.181
292	-29.215
293	-29.179
294	-29.208
295	-29.214
296	-29.241
297	-29.202
298	-29.208
299	-29.195
300	-29.184
301	-29.198
302	-29.196
303	-29.204
304	-29.2
305	-29.194
306	-29.181
307	-29.186
308	-29.208
309	-29.195
310	-29.206
311	-29.224
312	-29.189
313	-29.208
314	-29.202
315	-29.214
316	-29.191
317	-29.211
318	-29.21
319	-29.226
320	-29.231
321	-29.199
322	-29.196
323	-29.223
324	-29.21
325	-29.199
326	-29.246
327	-29.23
328	-29.21
329	-29.195
330	-29.221
331	-29.211
332	-29.191
333	-29.198
334	-29.207
335	-29.225
336	-29.207
337	-29.216
338	-29.216
339	-29.204
340	-29.223
341	-29.261
342	-29.25
343	-29.252
344	-29.234
345	-29.214
346	-29.241
347	-29.212
348	-29.233
349	-29.207
350	-29.25
351	-29.22
352	-29.224
353	-29.258
354	-29.257
355	-29.232
356	-29.217
357	-29.215
358	-29.199
359	-29.2
360	-29.199
361	-29.217
362	-29.233
363	-29.209
364	-29.239
365	-29.225
366	-29.248
367	-29.211
368	-29.208
369	-29.216
370	-29.193
371	-29.192
372	-29.207
373	-29.185
374	-29.227
375	-29.201
376	-29.198
377	-29.228
378	-29.186
379	-29.204
380	-29.194
381	-29.196
382	-29.23
383	-29.239
384	-29.211
385	-29.215
386	-29.185
387	-29.229
388	-29.217
389	-29.205
390	-29.24
391	-29.2
392	-29.223
393	-29.216
394	-29.203
395	-29.202
396	-29.201
397	-29.186
398	-29.199
399	-29.214
400	-29.209
401	-29.211
402	-29.209
403	-29.213
404	-29.225
405	-29.176
406	-29.2
407	-29.218
408	-29.224
409	-29.222
410	-29.222
411	-29.238
412	-29.215
413	-29.208
414	-29.189
415	-29.225
416	-29.216
417	-29.203
418	-29.2
419	-29.217
420	-29.243
421	-29.234
422	-29.215
423	-29.223
424	-29.219
425	-29.208
426	-29.207
427	-29.244
428	-29.199
429	-29.213
430	-29.215
431	-29.246
432	-29.235
433	-29.223
434	-29.241
435	-29.233
436	-29.23
437	-29.237
438	-29.223
439	-29.217
440	-29.213
441	-29.199
442	-29.259
443	-29.249
444	-29.232
445	-29.195
446	-29.19
447	-29.249
448	-29.21
449	-29.195
450	-29.214
451	-29.232
452	-29.206
453	-29.224
454	-29.219
455	-29.212
456	-29.214
457	-29.209
458	-29.236
459	-29.235
460	-29.202
461	-29.225
462	-29.198
463	-29.221
464	-29.227
465	-29.23
466	-29.207
467	-29.212
468	-29.209
469	-29.229
470	-29.213
471	-29.222
472	-29.199
473	-29.227
474	-29.202
475	-29.219
476	-29.215
477	-29.22
478	-29.209
479	-29.221
480	-29.222
481	-29.201
482	-29.229
483	-29.214
484	-29.227
485	-29.204
486	-29.232
487	-29.235
488	-29.223
489	-29.232
490	-29.214
491	-29.238
492	-29.182
493	-29.229
494	-29.233
495	-29.223
496	-29.228
497	-29.22
498	-29.216
499	-29.234
500	-29.211
501	-29.22
502	-29.236
503	-29.243
504	-29.241
505	-29.223
506	-29.241
507	-29.236
508	-29.273
509	-29.218
510	-29.217
511	-29.224
512	-29.184
513	-29.225
514	-29.23
515	-29.222
516	-29.244
517	-29.223
518	-29.198
519	-29.248
520	-29.217
521	-29.2
522	-29.214
523	-29.235
524	-29.229
525	-29.218
526	-29.212
527	-29.179
528	-29.238
529	-29.232
530	-29.199
531	-29.236
532	-29.225
533	-29.234
534	-29.204
535	-29.215
536	-29.228
537	-29.221
538	-29.222
539	-29.201
540	-29.241
541	-29.216
542	-29.21
543	-29.208
544	-29.217
545	-29.218
546	-29.243
547	-29.235
548	-29.209
549	-29.218
550	-29.24
551	-29.213
552	-29.221
553	-29.239
554	-29.211
